,smiles
1517,CC1C\2CCC(/C2=C/C3(C(CC(=C3C(C1O)OC4C(C(C(C(O4)COC(C)(C)C=C)O)OC(=O)C)O)C(C)COC(=O)C)O)C)COC
1518,CCCCCCC#CC1=CC=CC=C1/C=C/C(=O)O
1519,CCCCCC(=O)C
1520,CC[C@H](C)C(=O)O[C@H]1C[C@H](C=C2[C@H]1[C@H]([C@H](C=C2)C)CC[C@H](C[C@H](CC(=O)O)O)O)C
1521,C1=CC(=CN=C1)C(=O)N
1522,CC(=O)N[C@@H](CO)C(=O)O
1523,C1[C@H](CO[C@@H]1CO)O
1524,C[C@H](N)P(=O)(C[C@H](CC(=O)O)C(=O)O)O
1525,CN1C(=NN=N1)SCC2=C(N3[C@@H]([C@@H](C3=O)NC(=O)[C@@H](C4=CC=CC=C4)O)SC2)C(=O)O
1526,CC(CCC1=CC=C(C=C1)O)NCCC2=CC(=C(C=C2)O)O
1527,[Br]
1528,C[C@]12CC[C@H]3[C@H]([C@@H]1CCC2=O)CCC4=C3C=CC(=C4)O
1529,CCCCN1C[C@@H]([C@H]([C@@H]([C@H]1CO)O)O)O
1530,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C
1531,CCCCCCCCCC(=O)O[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@H]34)C
1532,C(C1C(C(C(C(O1)OCC(C(C(C(C=O)O)O)O)O)O)O)O)O
1533,C[C@H]([C@@H](C1=NC=C(C=C1)O)O)[C@@H](C(=O)N[C@@H]([C@@H]2[C@H](C([C@@H](O2)N3C=CC(=O)NC3=O)O)O)C(=O)O)N
1534,CN1C2=C(CCC3=CN=C(N=C32)NC4=CC=CC=C4)C(=N1)C(=O)O
1535,CC(C)(C(=O)O)NC
1536,C1=C/C(=C/N=O)/NC=C1
1537,C1=CN(C(=O)NC1=O)C2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)O[C@@H]3[C@@H]([C@H]([C@H]([C@H](O3)CO)O)O)O)O)O
1538,CC(C)(C1=CC=CC=C1)OO
1539,CC(C(=O)OC)N
1540,[B-]
1541,CC1=NC2=CC=CC=C2C(=C1)COC3=CC=C(C=C3)[C@@]4(CCN(C4=O)[C@H](C)C(=O)NO)C
1542,C1=CC=C(C=C1)C2=CC(=O)C3=C(O2)C4=CC=CC=C4C=C3
1543,C1=COC(=C1)CNC2=NC=NC3=C2N=CN3C4[C@@H]([C@@H]([C@H](O4)CO)O)O
1544,CS(=O)(=O)C1=CC=C(C=C1)C2=C(C(=O)OC2)C3=CC=CC=C3
1545,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)OCC
1546,COC1=CN=CC(=C1)C2=CC(=CC=C2)CNC3=C(N=CC=C3)N
1547,C1C[C@H](N(C1)C(=O)CNC23CC4CC(C2)CC(C4)(C3)O)C#N
1548,CN1C2=C(C=C(C=C2)C#CCC3=CC=CC=C3)C(=O)N(C1=O)CC4=CC=C(C=C4)C(=O)O
1549,CC1=C(C=C(C=C1)C(=O)NC2=CC=CC(=C2)C(F)(F)F)C3=CC4=CN=C(N=C4C=C3)N
1550,CC1=C(C=CN=C1CS(=O)C2=NC3=CC=CC=C3N2)OCCCOC
1551,C1=CC(=CC=C1OCC(CO)O)Cl
1552,CCCCCCO[C@H]1[C@@H]([C@H]([C@H]([C@H](O1)CO)O)N)O
1553,C(CCC=CCC(C=CC=CC=CC(CCCC(=O)O)O)O)CCO
1554,CCCCCCCCCCCCCC(=O)OC1C(C2(C(C=C(CC3(C2C=C(C3=O)C)O)CO)C4C1(C4(C)C)OC(=O)C)O)C
1555,CC(C)(C)C(=O)NC1=C(N=CC=C1)C(=O)NC2=NC=CS2
1556,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O[C@@H]7[C@H](O[C@H]([C@@H]([C@H]7O)O)O)CO)CO)CO)CO)CO)CO)O)O)O)O
1557,C[C@]12CC[C@H]3[C@@]4(CCC[C@@]([C@H]4CC[C@@]3(C1)CC2=O)(C)C(=O)O)C
1558,CCN1CCN(C(=O)C1=O)C(=O)N[C@H](C2=CC=C(C=C2)O)C(=O)N[C@H]3[C@@H]4N(C3=O)C(=C(CS4)CSC5=NN=NN5C)C(=O)O
1559,CCCCCCCC/C=C\CCCCCCCCOCC(CO)O
1560,CC(=O)C1=CC=C(C=C1)O
1561,CC1=C(C2=CC=CC=C2N1)CCNC(=O)C3=CC=CS3
1562,CN1CCCCC1CCN2C3=CC=CC=C3SC4=C2C=C(C=C4)S(=O)C
1563,CN1C=C(C2=C1C=CC(=C2)F)C3=C(C(=O)NC3=O)C4=CC(=CC=C4)NC[C@@H](CO)O
1564,CCC(C)[C@@H]1[C@H](C=C[C@@]2(O1)C[C@@H]3C[C@H](O2)C/C=C(/[C@H]([C@H](/C=C/C=C/4\CO[C@H]5[C@@]4([C@@H](C=C([C@H]5O)C)C(=O)O3)O)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O[C@H]7C[C@@H]([C@H]([C@@H](O7)C)O)OC)OC)\C)C.C[C@H]1/C=C/C=C/2\CO[C@H]3[C@@]2([C@@H](C=C([C@H]3O)C)C(=O)O[C@H]4C[C@@H](C/C=C(/[C@H]1O[C@H]5C[C@@H]([C@H]([C@@H](O5)C)O[C@H]6C[C@@H]([C@H]([C@@H](O6)C)O)OC)OC)\C)O[C@]7(C4)C=C[C@@H]([C@H](O7)C(C)C)C)O
1565,CN1C(=NC2=C1C(=O)N(C(=O)N2C)C)/C=C/C3=CC(=C(C(=C3)OC)OC)OC
1566,C(CC(=O)O)C(C(=O)O)N
1567,C1=CC(=CC=C1C(C(F)(F)F)(C(F)(F)F)O)NCC(F)(F)F
1568,C1=CC2=C(C=CN2)C(=C1)O
1569,C[C@H]1[C@@H]2CCC3=C([C@]2(CC[C@@H]1O)C)CC[C@]4([C@]3(CC[C@@H]4[C@H](C)CCC(=C)C(C)C)C)C
1570,CC(=O)[O-].CC(=O)[O-].CC(=O)[O-].[Cr+3]
1571,C(=O)(C(=O)[O-])N.[Na+]
1572,C1=CC=C(C=C1)C(CCN)OC2=CC=C(C=C2)C(F)(F)F
1573,C(CCN)C[C@@H](C(=O)N[C@@H](CCCCN)C(=O)O)N
1574,CC1=CC=CC(=C1N(CC2=CN=CC=C2)S(=O)(=O)C3=CC=C(C=C3)OC)C(=O)NO
1575,CC1=NC=C(C=C1)C2=NC=C(C=C2C3=CC=C(C=C3)S(=O)(=O)C)Cl
1576,CC1=C(N=CN1)CSCCNC(=NC)NC#N
1577,C1=CC=C(C=C1)[C@H](C(=O)NC2=CC=C(C=C2)C3=CC=CC=C3S(=O)(=O)N)NC(=O)C4=CC=CC(=C4)C(=N)N
1578,CCCCCC(=O)O[C@@]1(CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CCC4=CC(=O)CC[C@]34C)C)C(=O)C
1579,CC1CC2C3CCC4=CC(=O)C=CC4(C3C(=O)CC2([C@]1(C(=O)CO)O)C)C
1580,C1CCC(C1)O
1581,CN(C)CCO
1582,CCCCC(C(=O)NC1CC(=O)NCCCCC(NC(=O)C(NC(=O)C(NC(=O)C(NC(=O)C(NC1=O)CC2=CN=CN2)CC3=CC=CC=C3)CCCN=C(N)N)CC4=CNC5=CC=CC=C54)C(=O)N)NC(=O)C
1583,[F]
1584,C1[C@H](CN2[C@@H]1[C@H]3[C@@H]([C@@H]2C4=CC=C(C=C4)C(=N)N)C(=O)N(C3=O)CC5=CC6=C(C=C5)OCO6)O
1585,C[C@@H](C(=O)N1CCOCC1)N2CC[C@@H](C2=O)NS(=O)(=O)C3=NC(=NN3)C4=CC=C(S4)Cl
1586,C[C@@H](CCC(=O)O)N
1587,CN1C2=C(C3=C(C(=C2)C4=CC=CC=C4Cl)C(=O)NC3=O)C(=C1C(=O)NCCO)Br
1588,CCCC/C=C/CCCCCCCCCCC(=O)OCC(COP(=O)(O)OCCN)O[C@@H]1[C@H](O1)CCCCCCCCC/C=C/CCCC
1589,COC1=C(C=CC(=C1)[C@@H]2[C@@H](OC3=C(O2)C=C(C=C3)[C@H]4C(C(=O)C5=C(C=C(C=C5O4)O)O)O)CO)O
1590,C[C@@H]1CC([C@]2([C@@H](O1)O[C@@H]3[C@H]([C@@H]([C@@H]([C@@H]([C@H]3O2)NC)O)NC)O)O)(O)O
1591,C1=CC(=C(C=C1C(=O)O)OC(F)(F)F)NC(=O)NC(=O)C2=CC(=C(C=C2Cl)F)F
1592,C[C@H]1CNCCCN1S(=O)(=O)C2=CC=CC3=CN=CC(=C32)C
1593,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]\2[C@@]1(CCC/C2=C\C=C/3\C[C@@H](CCC3=C)OS(=O)(=O)O)C
1594,C1CCC(CC1)C[C@H](C(=O)N2CCC[C@H]2C(=O)NCC3=CC(=CC=C3)Cl)N
1595,C[C@@H]1[C@]([C@@H]([C@H](O1)O[C@@H]2[C@H]([C@@H]([C@H]([C@@H]([C@H]2O)O)N=C(N)N)O)N=C(N)N)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)NC)(C=O)O
1596,CC(=O)CCO
1597,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl
1598,C1=CC=C(C=C1)OC2=CC=C(C=C2)NC(=O)NC3=CC=C(C=C3)C(=N)N
1599,C(C(CN)O)C(=O)O
1600,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)COP(=O)(O)OP(=O)(O)O)O)O.O=[V]=O
1601,CC(C)C1=NC2=C(N1)C(=NC(=N2)N)OCC3CCCCC3
1602,CCCCC(=O)OC[C@H](COP(=O)(O)O)OC=O
1603,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H]2[C@H]([C@@H]([C@H](OC2O)CO)O)O)O)O)O)O
1604,CC12CCC3C(C1CCC2=O)CCC4=CC(=O)CCC34CO
1605,C[C@@H]1C[C@H]2[C@@H](C[C@]3([C@H](O2)C[C@H]4[C@H](O3)C(=CC(=O)O4)C)C)O[C@@H]5[C@@H]1O[C@H]6C[C@@H]7[C@](C[C@@H]8[C@@H](O7)C/C=C\[C@@H]9[C@@H](O8)C[C@@H]1[C@@H](O9)C[C@@H]2[C@@](O1)([C@H](C[C@H](O2)CC(=C)C=O)O)C)(O[C@@]6(CC5)C)C
1606,CC#CCOC1=CC=C(C=C1)S(=O)(=O)N2CCSC([C@@H]2C(=O)NO)(C)C
1607,C[C@H](CCCC(C)C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3C2=CC=C4[C@@]3(CC[C@@H](C4)O)C)C
1608,CC12CCC(=O)C=C1CCC3C2C(CC4(C3CCC4(C(=O)COC(=O)CCC(=O)O)O)C)O
1609,CCCCC(C(=O)O)N
1610,C1=CC=C2C3=C4C(=CC2=C1)C=CC5=CC6=CC=CC=C6C(=C54)C=C3
1611,CC(C)CC(C(=O)N)N
1612,C=CCCNC1=NN=C(CS1)C2=CC=C(C=C2)Cl
1613,C1C=CC=C2[C@H]1N(C3=C(C=C2)C=C(C=C3)O)CC4=CN=C5C(=N4)C(=NC(=N5)N)N
1614,CCCCCCCS[C@H]1[C@@H]([C@H]([C@@H]([C@H](O1)CO)O)O)O
1615,C[C@@]1([C@H]2C[C@H]3[C@H](C(=O)/C(=C(\N)/O)/C(=O)[C@]3(C(=O)C2=C(C4=C1C=CC=C4O)O)O)N(C)C)O.Cl
1616,C1CCC(CC1)NC(=O)NCCCCCCC(=O)O
1617,COC1=CC=CC(=C1)C2=CC(=CC=C2)CCC3=NC(=CC=C3)N
1618,CC(C)C1=NCCC2=C1C=C(C=C2)NC(=O)C3=CC4=C(C=C3)C=C(C=C4)C(=N)N
1619,C1=C(C=C(C(=C1Cl)O)Cl)C2=CC(=C(C(=C2)Cl)O)Cl
1620,C([C@@H]1[C@H]([C@@H]([C@@H]([C@H](O1)O[C@H](C=O)[C@H]([C@@H]([C@@H](CO)O)O)O[C@@H]2[C@H]([C@H]([C@@H]([C@H](O2)CO)O)O)O)O)O)O)O
1621,CC(C)(C)N1C2=C(C(=N1)C3=CC(=CC=C3)O)C(=NC=N2)N
1622,CCN(CC)C(=O)[C@H]1CCC2[C@@]1(CCC3C2CC[C@@H]4[C@@]3(CCC(=O)N4C)C)C
1623,C[C@@H]1C[C@@H]([C@@H]([C@H](/C=C(/[C@H]([C@@H](/C=C/C=C(\C(=O)NC2=CC(=O)C(=C(C1)C2=O)NCC=C)/C)OC)OC(=O)N)\C)C)O)OC
1624,C([C@@H](C(=O)O)N)C(=O)N
1625,CCCCCCCCCCCCNCC(C(C(C(CO)O)OC1C(C(C(C(O1)CO)O)O)O)O)O
1626,C1C[C@H](N(C1)C(=O)[C@@H](CC2=CC=CC=C2)N)C(=O)NCCNC3=CC=NC=C3
1627,C[C@H]([C@H]1C(=O)N[C@@H](CSSC[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CCCCN)CC2=CNC3=CC=CC=C32)CC4=CC=CC=C4)NC(=O)[C@@H](CC5=CC=C(C=C5)O)NC)C(=O)N[C@@H]([C@@H](C)O)C(=O)N)O
1628,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O
1629,CCCCC(C)(C/C=C/[C@H]1[C@@H](CC(=O)[C@@H]1CC/C=C\CCC(=O)OC)O)O
1630,C1=CC=C(C=C1)C(=O)CO
1631,CC(C)C[C@H](C(=O)O)O
1632,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](OC([C@@H]([C@H]6O)O)O)CO)CO)CO)CO)CO)O)O)O)O
1633,C([C@@H](C(=O)O)N)SCC(=O)O
1634,CCCCCCCCCCCCCCCC(=O)OC[C@H](COP(=O)([O-])OC[C@@H](C(=O)O)N)OC(=O)CCCCCCC/C=C\CCCCCCCC.[NH4+]
1635,[10B]
1636,C[C@]12CC[C@H](C[C@@H]1CCC3C2CC[C@]4(C3CC[C@@H]4C(=O)CO)C)O
1637,CCN(CC)C(=O)C1=C(SC2=C1C[C@@H](CC2)C)NC(=O)C3=CC=CS3
1638,CC(=O)CC(=O)C
1639,O.OP(=O)(O)O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O.O=[W](=O)=O
1640,[C@@H]1([C@H]([C@H](O[C@@H]([C@@H]1O)O[C@@H]2[C@@H]([C@H]([C@H](O[C@@H]2C(=O)O)O[C@@H]3[C@@H]([C@H](C(O[C@@H]3C(=O)O)O)O)O)O)O)C(=O)O)O)O
1641,C1=CC=C(C=C1)C(=O)C2=C(C(=C(C=C2)O)O)[N+](=O)[O-]
1642,CC1=CC(=CC(=C1CC2=CC(=C(C=C2)O)C(C)C)C)OCC(=O)O
1643,CC(C)CC(C(=O)NC(CCCN=C(N)N)C(=O)N1CCCC1C(=O)NCC(=O)N)NC(=O)CNC(=O)C(CC2=CC=C(C=C2)O)NC(=O)C(CO)NC(=O)C(CC3=CNC4=CC=CC=C43)NC(=O)C(CC5=CN=CN5)NC(=O)C6CCC(=O)N6
1644,CCC[C@@H](C(=O)O)N
1645,C1=CC=C(C=C1)C2=CC=C(C=C2)S(=O)(=O)N(CCO)CC(=O)NO
1646,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](OC([C@@H]([C@H]2O)O)O)CO)O)O)O)O
1647,CC1=C2[C@H](C(=O)[C@@]3([C@H](C[C@@H]4[C@]([C@H]3[C@@H]([C@@](C2(C)C)(C[C@@H]1OC(=O)[C@@H]([C@H](C5=CC=CC=C5)NC(=O)C6=CC=CC=C6)O)O)OC(=O)C7=CC=CC=C7)(CO4)OC(=O)C)O)C)OC(=O)C
1648,CCCCN(CCCC)C(=O)CN1C[C@@H]([C@H]([C@H]1C2=CC=C(C=C2)OC)C(=O)O)C3=CC4=C(C=C3)OCO4
1649,CCCCCCCCO[C@@H]1[C@H]([C@@H]([C@H](O[C@H]1O)CO)O)O
1650,C1=CC=C(C=C1)CC/C=C/C2=CC=CC=C2
1651,CS(=O)(=O)NC1=CC=C(C=C1)OC[C@@H](CNCCC2=CC(=C(C=C2)Cl)Cl)O
1652,C1=CC=C(C(=C1)C(=O)NC2=CC=C(C=C2)Cl)NCC3=CC=NC=C3
1653,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O
1654,COC(=O)C1=CC=CC=C1N
1655,[90Sr+2]
1656,C1=CC(=CC=C1C(=N)N)NC(=O)NC2=CC=C(C=C2)Cl
1657,CN1CCN(CC1)C(C2=CC=CC=C2)C3=CC=CC=C3
1658,C1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O.O[V](=O)O
1659,C(C(C(C(C(C(C=O)O)O)O)O)O)O
1660,C1=CC=C(C=C1)C[C@@H](C(=O)O)OC2=CC=C(C=C2)C3=CC=CC=C3
1661,C1C(O1)COCC2CO2
1662,C([C@@H]([C@@H]1[C@@H]([C@@H](C(=O)O1)O)O)O)O
1663,CC(C)C1(C(=O)NC(=N1)C2=NC=C(C=C2C(=O)O)COC)C
1664,C1CCCC(CCC1)NCC(=O)N2CCC[C@H]2C(=O)NCC3=CC=C(C=C3)C(=N)N
1665,CCC(C)(C(=O)O)N
1666,CC1=CN(C(=O)NC1=O)[C@H]2[C@@H]([C@@H]([C@H](O2)CO)O)O
1667,CC(C)[C@H](C[C@@H]([C@H](CC1CCCCC1)N)O)C(=O)O
1668,CNS(=O)(=O)C1=CC=C(C=C1)C2=CC=C(O2)/C=C\3/C(=O)N=C(S3)N
1669,CC[C@@H](/C=C/[C@@H](C)[C@H]1CC[C@@H]2[C@@]1(CC[C@H]3[C@H]2CC=C4[C@@]3(CC[C@@H](C4)O)C)C)C(C)C
1670,CC1(C2CCC1(C(=O)C2)C)C
1671,CC1=CC(=C(C(=C1S(=O)(=O)NC[C@H]([C@H](CC2=CC=CC=C2)N)O)C)C)OC
1672,CC(CC1=CC=C(C=C1)OC)N
1673,C1=CC(=C(C=C1C[C@@H](C(=O)O)N)I)O
1674,C1=CC=C(C=C1)CNC2=CC=CC(=C2)C3=C(C(=C(S3)C(=O)O)OCC(=O)O)Br
1675,CC1=CC(=CC(=C1)NC2=NC=CC(=N2)C3=NC(=C(S3)C(=O)N[C@@H](C)CO)C)C
1676,C(CCCN)CCCNC(N)N
1677,C1=NC2=C(N1C3C(C(C(O3)COP(=O)(O)O)O)O)NC(=NC2=O)N
1678,CC1=CCC(C=C1)C(C)C
1679,CCCCCC(C=C)O
1680,CC(C)(C)C1=CC=C(C=C1)S(=O)(=O)NC2=C(C(=NC(=N2)C3=NC=CC=N3)OCCO)OC4=CC=CC=C4OC
1681,CCCCCN(CCCCC)C(=O)[C@H](CCC(=O)O)NC(=O)C1=CC(=C(C=C1)Cl)Cl
1682,C([C@H]([C@@H]([C@@H]([C@H](C(=O)O)O)O)O)O)O
1683,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@]2([C@H]([C@@H]([C@H](O2)CO)O)O)CO)O)O)O)O.[Fe+2]
1684,[Si+4]
1685,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4
1686,C(CCC(=O)O)CCN
1687,C1=C(C=C(C=C1C(=O)O)C(=O)O)C(=O)O
1688,C1=C[C@@H]([C@H]([C@@H]1N2C=NC3=C2N=CN=C3N)O)O
1689,C1=CC=C(C=C1)CCC2=CC=CC=C2
1690,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@]34C
1691,C1=CC(=C(C=C1[C@H](CN)O)O)O
1692,CC1=C(SCCO1)C(=O)NC2=CC=CC=C2
1693,C1CC1COC2=C(C=CC(=C2)C(=O)NC3=C(C=NC=C3Cl)Cl)OC(F)F
1694,C(C(C(C(C(C=O)N)O)O)O)O
1695,CCC1=C(C=CC(=C1)CCN)O
1696,CC12CC(C3C(C1CCC2(C(=O)COP(=O)(O)O)O)CCC4=CC(=O)C=CC34C)O
1697,C1[C@H](O[C@H]([C@H]1F)N2C=NC3=C2N=CN=C3N)CO
1698,CCCCC/C=C\C/C=C\CCCCCCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1699,C([C@@H](C(=O)O)N)N1C(=O)NC(=O)O1
1700,CC1=C[C@@H]2[C@]([C@@H](C1=O)O)([C@]3(C[C@H]([C@H](C34CO4)O2)OC(=O)C)C)CO
1701,C1CC[C@@H]([C@@H](C1)CCP(=O)(O)O)C[C@H](C(=O)O)N
1702,CC1=CC=CC=C1C2=NC3=C(C=NN3C(=C2)NCC4=C[N+](=CC=C4)[O-])Br
1703,CNCC(C1=CC=C(C=C1)O)O
1704,C#CCN(CC1=CC2=C(C=C1)NC(=NC2=O)N)C3=CC=C(C=C3)C(=O)N[C@@H](CCC(=O)O)C(=O)O
1705,C([C@@H]1[C@H]([C@H]([C@H](O1)OP(=O)(O)OP(=O)(O)O)O)O)OP(=O)(O)O
1706,C([C@@H]1[C@H]([C@@H]([C@H]([C@H](O1)O[C@@H]2[C@H](O[C@@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@@H]([C@@H]([C@H]5O)O)O[C@@H]6[C@H](O[C@@H]([C@@H]([C@H]6O)O)O)CO)CO)CO)CO)CO)O)O)O)O
1707,CC1([C@@H]([C@@H]1C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3)/C=C(/C(F)(F)F)\Cl)C
1708,C1=C(N=C([Se]1)[C@H]2[C@@H]([C@@H]([C@H](O2)COP(=O)(O)OP(=O)(O)OC[C@@H]3[C@H]([C@H]([C@@H](O3)N4C=NC5=C4N=CN=C5N)O)O)O)O)C(=O)N
1709,C[C@@H]1C[C@@H]([C@@H]2[C@H]([C@H](C=CC2=C1)C)CC[C@H](C[C@H](CC(=O)O)O)O)O
1710,C1=CC(=NC(=C1)N)CCC2=CC3=C(C=C2)C=CN3
1711,C([C@@H]1[C@H]([C@@H]([C@H]([C@@H](O1)O[C@@H]2[C@H](O[C@H]([C@@H]([C@H]2O)O)O[C@@H]3[C@H](O[C@H]([C@@H]([C@H]3O)O)O[C@@H]4[C@H](O[C@H]([C@@H]([C@H]4O)O)O[C@@H]5[C@H](O[C@H]([C@@H]([C@H]5O)O)O)CO)CO)CO)CO)O)O)O)O
1712,CC(=O)O.C[Hg]
1713,C1CCN(CC1)CCC(C2CC3CC2C=C3)(C4=CC=CC=C4)O
1714,C1C[C@H](N(C1)C(=O)[C@@H]2CCCN2C(=O)OCC3=CC=CC=C3)C=O
1715,C(CC(=O)O)CC(=O)O
1716,C1=NC2=C(C(=N1)N)N=CN2[C@H]3[C@@H]([C@@H]([C@H](O3)CO)O)O
1717,CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.CC(=O)O.O.[Zn].[Zn].[Zn].[Zn]
1718,CC(=O)[O-].CC(=O)[O-].[Ca+2]
1719,COC1=CC=CC(=C1)N2C=CC3=C(S2(=O)=O)SC(=C3)S(=O)(=O)N
1720,CN1CCC23CCCCC2[C@@H]1CC4=C3C=C(C=C4)OC
1721,CCN1CCC[C@H]1CNC(=O)C2=C(C=CC(=C2OC)Br)OC
1722,CC1=CC(=C(C=C1)NC2=C(C=CC=C2Cl)F)CC(=O)O
1723,C1CNC[C@H]([C@@H]1C2=CC=C(C=C2)F)COC3=CC4=C(C=C3)OCO4
1724,O.Cl[Ce](Cl)Cl
1725,CC(C)[C@@H](C(=O)N[C@@H](CC1=CC=C(C=C1)O)C(=O)N[C@@H](C(C)C)C(=O)N[C@@H](CC2=CN=CN2)C(=O)N3CCC[C@H]3C(=O)N[C@@H](CC4=CC=CC=C4)C(=O)O)NC(=O)[C@H](CCCN=C(N)N)NC(=O)[C@H](CC(=O)O)N
1726,CC(CN)C(=O)O
1727,C1=CC2=C(C=CC(=C2N=C1)O)[N+](=O)[O-]
1728,C1COCCC1(CS(=O)(=O)C2=CC=C(C=C2)OC3=CC=C(C=C3)Cl)C(=O)NO
1729,C1=C(C=C(C(=C1S(=O)(=O)N)Cl)Cl)S(=O)(=O)N
1730,CN1[C@H]2CC(C[C@H]1[C@H]3[C@H]2O3)OC(=O)[C@H](CO)C4=CC=CC=C4
1731,C[C@H](CC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O)O
1732,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@@H]2O)CCC4=CC(=O)CC[C@H]34
1733,CN(C)CCCN1C2=CC=CC=C2SC3=C1C=C(C=C3)C(F)(F)F
1734,C(CO)NCCO
1735,C1=CSC(=C1)C2=CC=C(C=C2)CN
1736,CCCCCCC(C)(C)C1=CC2=C([C@@H]3CC(=O)CC[C@H]3C(O2)(C)C)C(=C1)O
1737,[B-](/C=C/CC[C@@H](C(=O)O)N)(O)(O)O
1738,C1C[C@@H](NC1)COC2=CC=C(C=C2)C(=O)C3=CC=C(C=C3)C4=CSC=C4
1739,CC(C)[C@H]1C(=O)N[C@H](C(=O)N[C@@H](CSSCCC(=O)N[C@H](C(=O)N[C@H](C(=O)N1)CC2=CC=CC=C2)CC3=CC=C(C=C3)O)C(=O)N4CCC[C@H]4C(=O)N[C@H](CCCN=C(N)N)C(=O)NCC(=O)N)CC(=O)N
1740,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)SCCNC(=O)CCNC(=O)C(C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@@H]1[C@H]([C@H]([C@@H](O1)N2C=NC3=C2N=CN=C3N)O)OP(=O)(O)O)O
1741,C[C@]12CC[C@H]3[C@H]([C@@H]1CC[C@]2(C#C)O)CCC4=CC(=O)CC[C@H]34
1742,C(=O)(C(=O)O)O
1743,C1CC1C(=O)NC2=CC=CC(=C2)NC3=NC=CC(=N3)NC4=CC=CC(=C4)C(F)(F)F
1744,C[C@H](CCC1=CC=C(C=C1)O)NC(=O)CC2=C(NC3=CC=CC=C32)C4=CC=CC=C4
1745,C1CCC(CC1)CCCCCCO[C@H]2[C@@H]([C@H]([C@@H]([C@H](O2)CO)O[C@@H]3[C@@H]([C@H]([C@@H]([C@H](O3)CO)O)O)O)O)O
1746,CC(C)C(C1=CC=C(C=C1)Cl)C(=O)OC(C#N)C2=CC(=CC=C2)OC3=CC=CC=C3
1747,CC1=CC=CC=C1C(C2=CC=CC=C2)OCCN(C)C
1748,CCC(=O)C
1749,C1=CC=C2C(=C1)C3=CC=CC=C3N2
